report_title,report_url,pdf_filename,page_number,row_number,code_localite,localite,montant_des_credits,montant_des_depots,nombre_guichets,periode
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,5,665,KARIABAMOHAMED,311952,594025,6,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,6,520,KARIATAREKMANE,28265,710550,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,7,104,KASBATADLA,427054,1721882,11,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,8,330,KENITRA,12610459,22935864,117,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,9,360,KHEMISSET,1271462,4411810,26,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,10,380,KHENIFRA,965945,2847205,24,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,11,335,KHNICHET,62824,272497,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,12,400,KHOURIBGA,2341168,12966593,50,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,13,731,KSARELKEBIR,924298,3669036,16,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,14,647,KSARSEGHIR,64498,308259,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,15,182,LAAOUNATE,64204,182681,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,16,194,LAATTAOUIA,193233,1170026,6,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,17,430,LAAYOUNE,9182467,9012355,53,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,18,356,LALLAMIMOUNA,102375,466574,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,19,735,LARACHE,3050705,7365543,25,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,20,187,LOUALIDIA,86716,402326,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,21,453,LOUDAYA,50240,204184,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,22,620,LOULAD,31199,424396,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,23,18,LQLIAA,65867,374968,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,24,450,MARRAKECH,32367835,69870238,265,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,25,727,MARTIL,586882,2194774,14,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,26,15,MASSA,60739,583834,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,27,728,MDIQ,330217,1522662,9,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,28,336,MECHRABELKSIRI,272523,1036495,7,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,29,793,MEDIOUNA,267864,1310583,8,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,30,480,MEKNES,17644500,31408356,158,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,31,524,MIDAR,74358,2631781,8,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,32,391,MIDELT,521749,1349034,10,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,33,144,MISSOUR,211125,650170,5,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,34,787,MOHAMMEDIA,8732686,15032597,67,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,35,171,MOULAYABDELLAH,54923,233673,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,36,331,MOULAYBOUSELHAM,138876,639311,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,37,388,MRIRT,202141,767473,6,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,38,500,NADOR,4549575,24244107,75,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,39,794,NOUACEUR,649987,1569055,6,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,40,84,OUAOUIZARTH,35737,186720,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,41,550,OUARZAZATE,1030664,3631316,26,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,42,341,OUAZZANE,766250,1921792,13,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,43,695,OUEDAMLIL,152215,814633,6,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,44,729,OUEDLAOU,50749,306505,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,45,411,OUEDZEM,730979,3368398,14,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,46,570,OUJDA,9406058,27842489,153,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,47,623,OULADABBOU,79325,286663,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,48,100,OULADAYAD,57916,474341,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,49,45,OULADBERHIL,108888,725181,5,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,50,185,OULADFREJ,115638,509461,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",3,51,795,OULADSALAH,275972,364708,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,1,28,OULADTEIMA,1075135,3172319,13,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,2,91,OULEDMBAREK,58349,200389,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,3,92,OULEDYAICHE,39390,490042,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,4,365,OULMES,86613,260564,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,5,476,OURIKA,30224,299647,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,6,146,OUTATELHAJ,130180,455856,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,7,810,RABAT,148074246,143909408,270,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,8,714,RIBATELKHEIR,56547,218789,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,9,231,RICH,137992,788291,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,10,235,RISSANI,63908,699877,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,11,368,ROMMANI,828782,438118,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,12,494,SABAAAIYOUN,75698,435724,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,13,590,SAFI,5160579,10015796,54,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,14,579,SAIDIA,154517,817979,6,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,15,815,SALE,10448435,21772115,135,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,16,593,SEBTGZOULA,121904,353554,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,17,95,SEBTOULADNEMMA,536823,2785693,10,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,18,281,SEFROU,1148230,3281329,22,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,19,512,SELOUANE,202336,1604437,10,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,20,610,SETTAT,2298177,6945029,36,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,21,376,SIDIALLALELBAHRAOUI,208164,510338,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,22,340,SIDIALLALTAZI,110037,309482,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,23,179,SIDIBENNOUR,944444,2094092,14,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,24,32,SIDIBIBI,148946,709595,6,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,25,824,SIDIBOUKNADEL,105854,433179,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,26,619,SIDIHAJJAJ,75524,610746,5,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,27,346,SIDIKACEM,1139788,2457646,16,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,28,625,SIDIRAHALCHATAI,77096,475435,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,29,349,SIDISLIMANE,1106479,3571643,18,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,30,184,SIDISMAIL,112773,356347,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,31,332,SIDIYAHIAELGHARB,332991,700436,7,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,32,821,SKHIRATE,1446343,2028666,13,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,33,204,SKHOURRHAMNA,50310,154104,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,34,629,SOUALAMTRIFIA,589647,966617,7,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,35,353,SOUKARBAAELRHARB,417602,1727902,9,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,36,528,TAFERSIT,10557,374818,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,37,765,TAFRAOUTE,63672,310691,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,38,475,TAHANNAOUT,125510,342138,5,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,39,711,TAHLA,201406,650220,5,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,40,561,TALIOUINE,55637,287199,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,41,207,TAMALLALT,80041,294710,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,42,820,TAMESNA,169501,236507,3,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,43,525,TAMSAMANE,28537,1080666,4,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,44,650,TANTAN,420546,1354225,12,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,45,640,TANGER,24842297,64211996,231,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,46,660,TAOUNATE,548816,1798387,15,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,47,585,TAOURIRT,642873,3858242,16,11-2025
"Répartition par localités, des guichets, des dépôts et des crédits 11-2025","https://www.bkam.ma/content/download/839592/9109233/Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 11 2025.pdf",4,48,437,TARFAYA,91483,157280,4,11-2025
